avg,sum,win_rate,min,std,score,core_growth_bonus,tech_attack_bonus,tech_momentum_weight,tech_subsector_weight,tech_total_weight,max_single_weight,last_portfolio
0.023408683593546118,0.21067815234191506,0.8888888888888888,-0.03725105804481517,0.030107705504106068,0.2358842589104656,0.35,0.85,0.45,0.85,0.82,0.35,603501:0.3500|002049:0.2500|601138:0.1770|601668:0.1436|601818:0.0794
0.022495334981256013,0.2024580148313041,0.8888888888888888,-0.03560791907744133,0.030313573872521045,0.23509405052122986,0.35,0.85,0.85,0.85,0.88,0.4,603501:0.4000|002049:0.2327|688396:0.1956|601668:0.1096|601818:0.0621
0.022495334981256013,0.2024580148313041,0.8888888888888888,-0.03560791907744133,0.030313573872521045,0.23509405052122986,0.55,0.85,0.85,0.85,0.88,0.4,603501:0.4000|002049:0.2327|688396:0.1956|601668:0.1096|601818:0.0621
0.021488283707024936,0.19339455336322442,0.8888888888888888,-0.03599738910691412,0.027688461627090717,0.2345730746931376,0.35,0.85,0.85,0.45,0.88,0.35,603501:0.3499|002049:0.2447|688396:0.2090|601668:0.1174|601818:0.0790
0.021653070249967845,0.1948776322497106,0.8888888888888888,-0.034612790803248444,0.02929362462351974,0.23455528846716128,0.45,0.85,0.85,0.85,0.82,0.35,603501:0.3501|002049:0.2276|688396:0.1973|601668:0.1437|601818:0.0813
0.021038074253651142,0.18934266828286028,0.8888888888888888,-0.03491885112558941,0.027734466720638666,0.2342215180191867,0.55,0.85,0.45,0.45,0.78,0.4,603501:0.4000|002049:0.2321|601138:0.1468|601668:0.1500|601818:0.0711
0.0176183851475364,0.1585654663278276,0.8888888888888888,-0.034612790803248444,0.024228604663627168,0.23153360735670833,0.55,0.45,0.85,0.85,0.82,0.35,603501:0.3501|002049:0.2276|688396:0.1973|601668:0.1437|601818:0.0813
0.016327382503265438,0.14694644252938893,0.8888888888888888,-0.03489790116768187,0.02170799879143573,0.23071821485043228,0.45,0.5,0.65,0.75,0.82,0.4,603501:0.4001|002049:0.2296|688396:0.1613|601668:0.1424|601818:0.0666
