stock_id,weight,buy_open_2026_05_19,sell_open_2026_05_25,return,weighted_return
603501,0.35,137.3296902,144.485145,0.05210420841683368,0.018236472945891785
002049,0.2136,361.0703184,382.44121152,0.05918762088974856,0.012642475822050294
300502,0.2523,7161.03963771,7407.34184673,0.03439475571716905,0.008677796867441754
601668,0.1443,11.58607648,11.37239884,-0.01844262295081954,-0.00266127049180326
601818,0.0398,6.40549584,6.4262256,0.003236245954692563,0.000128802588996764
