股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌额,换手率,涨跌幅
000001,2026-03-16,1321.78834485,1320.5790234,1326.62563065,1315.7417376,71560301.0,782089440.63,0.82,-1.21,0.3688,-0.0915
000001,2026-03-17,1319.36970195,1333.88155935,1338.71884515,1318.1603805,107665681.0,1187565491.59,1.56,13.3,0.5548,1.0073
000001,2026-03-18,1335.0908808,1325.4163092,1335.0908808,1319.36970195,79107940.0,867711250.46,1.18,-8.47,0.4077,-0.6346
000001,2026-03-19,1320.5790234,1315.7417376,1326.62563065,1313.3230947,62421195.0,681086518.72,1.0,-9.67,0.3217,-0.7299
000001,2026-03-20,1314.53241615,1302.43920165,1322.9976663,1301.2298802,83408256.0,903819004.16,1.65,-13.3,0.4298,-1.011
000001,2026-03-23,1291.5553086,1263.74091525,1291.5553086,1261.32227235,158008833.0,1666328347.8,2.32,-38.7,0.8142,-2.9712
000001,2026-03-24,1272.2061654,1315.7417376,1316.95105905,1272.2061654,162225127.0,1744746707.7,3.54,52.0,0.836,4.1148
000001,2026-03-25,1316.95105905,1322.9976663,1324.20698775,1304.85784455,74477991.0,809739890.44,1.47,7.26,0.3838,0.5515
000001,2026-03-26,1319.36970195,1322.9976663,1336.30020225,1318.1603805,82766409.0,909199430.74,1.37,0.0,0.4265,0.0
000001,2026-03-27,1319.36970195,1332.6722379,1336.30020225,1309.69513035,88412862.0,972821270.14,2.01,9.67,0.4556,0.7313
000001,2026-03-30,1327.8349521,1329.04427355,1336.30020225,1322.9976663,63252210.0,696208267.35,1.0,-3.63,0.3259,-0.2722
000001,2026-03-31,1330.253595,1339.9281666,1352.0213811,1329.04427355,116456534.0,1294675716.15,1.73,10.88,0.6001,0.8189
000001,2026-04-01,1341.13748805,1348.39341675,1358.06798835,1339.9281666,91892539.0,1025538832.67,1.35,8.47,0.4735,0.6318
000001,2026-04-02,1348.39341675,1362.90527415,1368.9518814,1345.97477385,114889522.0,1292756711.67,1.7,14.51,0.592,1.0762
000001,2026-04-03,1364.1145956,1344.7654524,1364.1145956,1341.13748805,75775733.0,845283641.29,1.69,-18.14,0.3905,-1.331
000001,2026-04-07,1344.7654524,1333.88155935,1347.1840953,1326.62563065,60795521.0,671322754.77,1.53,-10.88,0.3133,-0.8094
000001,2026-04-08,1343.55613095,1356.8586669,1356.8586669,1336.30020225,81297589.0,906308305.45,1.54,22.98,0.4189,1.7226
000001,2026-04-09,1350.81205965,1342.3468095,1356.8586669,1337.5095237,60236493.0,669239285.37,1.43,-14.51,0.3104,-1.0695
000001,2026-04-10,1342.3468095,1341.13748805,1345.97477385,1338.71884515,48104693.0,534088990.51,0.54,-1.21,0.2479,-0.0901
000001,2026-04-13,1336.30020225,1338.71884515,1341.13748805,1333.88155935,40610413.0,449056813.73,0.54,-2.42,0.2093,-0.1803
000001,2026-04-14,1338.71884515,1350.81205965,1350.81205965,1338.71884515,49615109.0,551741632.58,0.9,12.09,0.2557,0.9033
000001,2026-04-15,1349.6027382,1355.64934545,1356.8586669,1348.39341675,50393793.0,564031568.33,0.63,4.84,0.2597,0.3581
000001,2026-04-16,1354.440024,1341.13748805,1358.06798835,1338.71884515,68091460.0,758006903.42,1.43,-14.51,0.3509,-1.0705
000001,2026-04-17,1341.13748805,1331.46291645,1343.55613095,1329.04427355,72253042.0,797678405.53,1.08,-9.67,0.3723,-0.7214
000001,2026-04-20,1331.46291645,1337.5095237,1338.71884515,1325.4163092,63003366.0,695097193.51,1.0,6.05,0.3247,0.4541
000001,2026-04-21,1335.0908808,1339.9281666,1349.6027382,1333.88155935,80694634.0,896659539.18,1.18,2.42,0.4158,0.1808
000001,2026-04-22,1339.9281666,1327.8349521,1341.13748805,1324.20698775,83905399.0,923203009.35,1.26,-12.09,0.4324,-0.9025
000001,2026-04-23,1327.8349521,1330.253595,1333.88155935,1321.78834485,64806661.0,711757543.31,0.91,2.42,0.334,0.1821
000001,2026-04-24,1327.8349521,1330.253595,1333.88155935,1320.5790234,58271012.0,639781173.32,1.0,0.0,0.3003,0.0
000001,2026-04-27,1370.16120285,1376.2078101,1399.18491765,1365.32391705,340127567.0,3891707615.21,2.55,45.95,1.7527,3.4545
000001,2026-04-28,1373.7891672,1385.8823817,1385.8823817,1368.9518814,167425883.0,1908333958.72,1.23,9.67,0.8628,0.703
000001,2026-04-29,1382.25441735,1393.1383104,1395.5569533,1377.41713155,137842344.0,1583294868.98,1.31,7.26,0.7103,0.5236
000001,2026-04-30,1390.7196675,1389.51034605,1402.812882,1385.8823817,113924162.0,1312827775.76,1.22,-3.63,0.5871,-0.2604
000001,2026-05-06,1390.7196675,1373.7891672,1390.7196675,1366.5332385,121638755.0,1380730921.13,1.74,-15.72,0.6268,-1.1314
000001,2026-05-07,1374.99848865,1374.99848865,1377.41713155,1366.5332385,93695806.0,1062755238.5,0.79,1.21,0.4828,0.088
000001,2026-05-08,1371.3705243,1366.5332385,1381.0450959,1366.5332385,79881986.0,905737835.21,1.06,-8.47,0.4116,-0.6157
000001,2026-05-11,1365.32391705,1364.1145956,1367.74255995,1349.6027382,93186521.0,1047435369.38,1.33,-2.42,0.4802,-0.177
000001,2026-05-12,1364.1145956,1360.48663125,1373.7891672,1355.64934545,102903842.0,1158241865.91,1.33,-3.63,0.5303,-0.266
000001,2026-05-13,1360.48663125,1347.1840953,1364.1145956,1343.55613095,101797392.0,1136724107.4,1.51,-13.3,0.5246,-0.9778
000001,2026-05-14,1347.1840953,1336.30020225,1348.39341675,1336.30020225,79436841.0,881960631.2,0.9,-10.88,0.4094,-0.8079
000001,2026-05-15,1336.30020225,1329.04427355,1343.55613095,1325.4163092,97474176.0,1074648532.65,1.36,-7.26,0.5023,-0.543
000001,2026-05-18,1325.4163092,1313.3230947,1326.62563065,1308.4858089,85638157.0,931697164.0,1.36,-15.72,0.4413,-1.1829
000001,2026-05-19,1309.69513035,1313.3230947,1320.5790234,1309.69513035,79352913.0,862561883.36,0.83,0.0,0.4089,0.0
000001,2026-05-20,1313.3230947,1302.43920165,1315.7417376,1301.2298802,74763214.0,808079588.87,1.1,-10.88,0.3853,-0.8287
000001,2026-05-21,1303.6485231,1293.9739515,1306.067166,1292.76463005,111021108.0,1194144111.5,1.02,-8.47,0.5721,-0.65
000001,2026-05-22,1293.9739515,1291.5553086,1297.60191585,1287.92734425,95413273.0,1020057083.13,0.75,-2.42,0.4917,-0.1869
000001,2026-05-25,1291.5553086,1291.5553086,1301.2298802,1286.7180228,66310295.0,709614127.77,1.12,0.0,0.3417,0.0
000002,2026-03-16,625.7662593,625.7662593,633.8233356,623.0805672,90004039.0,420273563.48,1.72,0.0,0.9263,0.0
000002,2026-03-17,628.4519514,631.1376435,639.1947198,625.7662593,155801601.0,735182811.24,2.15,5.37,1.6035,0.8584
000002,2026-03-18,628.4519514,621.73772115,629.79479745,619.05202905,108765302.0,503584403.2,1.7,-9.4,1.1194,-1.4894
000002,2026-03-19,619.05202905,604.2807225,621.73772115,604.2807225,140671728.0,639045700.34,2.81,-17.46,1.4478,-2.8078
000002,2026-03-20,605.62356855,582.7951857,608.30926065,581.45233965,182408676.0,801026815.85,4.44,-21.49,1.8773,-3.5556
000002,2026-03-23,570.70957125,539.8241121,572.0524173,538.48126605,212064792.0,875914657.11,5.76,-42.97,2.1825,-7.3733
000002,2026-03-24,549.22403445,549.22403445,551.90972655,539.8241121,91531266.0,371679205.05,2.24,9.4,0.942,1.7413
000002,2026-03-25,547.8811884,553.2525726,555.9382647,546.53834235,86515580.0,355770187.62,1.71,4.03,0.8904,0.7335
000002,2026-03-26,550.5668805,542.5098042,555.9382647,541.16695815,84825892.0,345974692.05,2.67,-10.74,0.873,-1.9417
000002,2026-03-27,538.48126605,545.1954963,546.53834235,534.4527279,65723062.0,265432185.43,2.23,2.69,0.6764,0.495
000002,2026-03-30,537.13842,538.48126605,541.16695815,531.7670358,94848143.0,379764555.8,1.72,-6.71,0.9762,-1.2315
000002,2026-03-31,539.8241121,535.79557395,547.8811884,534.4527279,98965738.0,398852457.72,2.49,-2.69,1.0185,-0.4988
000002,2026-04-01,542.5098042,542.5098042,546.53834235,535.79557395,106846990.0,431001884.37,2.01,6.71,1.0996,1.2531
000002,2026-04-02,538.48126605,526.3956516,539.8241121,525.05280555,123161080.0,487209190.95,2.72,-16.11,1.2675,-2.9703
000002,2026-04-03,526.3956516,512.9671911,527.73849765,510.281499,103542099.0,397361554.96,3.32,-13.43,1.0656,-2.551
000002,2026-04-07,510.281499,511.62434505,512.9671911,504.9101148,73291118.0,278419795.0,1.57,-1.34,0.7543,-0.2618
000002,2026-04-08,516.99572925,530.42418975,534.4527279,515.6528832,122020932.0,477085770.34,3.67,18.8,1.2558,3.6745
000002,2026-04-09,523.7099595,519.68142135,525.05280555,516.99572925,85780318.0,332161941.82,1.52,-10.74,0.8828,-2.0253
000002,2026-04-10,519.68142135,522.36711345,529.0813437,519.68142135,76262242.0,297904084.53,1.81,2.69,0.7848,0.5168
000002,2026-04-13,516.99572925,525.05280555,526.3956516,515.6528832,81101407.0,315793902.0,2.06,2.69,0.8346,0.5141
000002,2026-04-14,527.73849765,539.8241121,542.5098042,525.05280555,182275641.0,724745487.07,3.32,14.77,1.8759,2.8133
000002,2026-04-15,538.48126605,533.10988185,543.85265025,530.42418975,117129943.0,466921648.59,2.49,-6.71,1.2054,-1.2438
000002,2026-04-16,533.10988185,531.7670358,537.13842,529.0813437,68900633.0,272882730.3,1.51,-1.34,0.7091,-0.2519
000002,2026-04-17,531.7670358,531.7670358,539.8241121,529.0813437,98442449.0,391407429.87,2.02,0.0,1.0131,0.0
000002,2026-04-20,529.0813437,527.73849765,530.42418975,522.36711345,80578596.0,315420341.14,1.52,-4.03,0.8293,-0.7576
000002,2026-04-21,526.3956516,523.7099595,530.42418975,522.36711345,72886895.0,284972512.82,1.53,-4.03,0.7501,-0.7634
000002,2026-04-22,526.3956516,521.0242674,526.3956516,518.3385753,76465405.0,296503187.09,1.54,-2.69,0.7869,-0.5128
000002,2026-04-23,519.68142135,511.62434505,521.0242674,511.62434505,106038485.0,406561190.06,1.8,-9.4,1.0913,-1.8041
000002,2026-04-24,510.281499,503.56726875,511.62434505,502.2244227,90444334.0,340528638.59,1.84,-8.06,0.9308,-1.5748
000002,2026-04-27,504.9101148,500.88157665,504.9101148,496.8530385,79930234.0,297465726.45,1.6,-2.69,0.8226,-0.5333
000002,2026-04-28,500.88157665,503.56726875,511.62434505,499.5387306,91510010.0,344857097.27,2.41,2.69,0.9418,0.5362
000002,2026-04-29,504.9101148,519.68142135,522.36711345,504.9101148,145225546.0,559644423.01,3.47,16.11,1.4946,3.2
000002,2026-04-30,519.68142135,525.05280555,530.42418975,514.31003715,165954127.0,648035065.69,3.1,5.37,1.7079,1.0336
000002,2026-05-06,529.0813437,538.48126605,541.16695815,522.36711345,182828692.0,726387514.5,3.58,13.43,1.8815,2.5575
000002,2026-05-07,537.13842,534.4527279,539.8241121,531.7670358,113474585.0,451546433.4,1.5,-4.03,1.1678,-0.7481
000002,2026-05-08,533.10988185,537.13842,541.16695815,530.42418975,110976736.0,443314476.0,2.01,2.69,1.1421,0.5025
000002,2026-05-11,537.13842,549.22403445,555.9382647,534.4527279,193032121.0,787127184.02,4.0,12.09,1.9866,2.25
000002,2026-05-12,546.53834235,550.5668805,558.6239568,539.8241121,177313907.0,725632370.58,3.42,1.34,1.8248,0.2445
000002,2026-05-13,547.8811884,535.79557395,550.5668805,534.4527279,130876733.0,524880558.92,2.93,-14.77,1.3469,-2.6829
000002,2026-05-14,535.79557395,519.68142135,541.16695815,518.3385753,125398686.0,490920734.54,4.26,-16.11,1.2905,-3.0075
000002,2026-05-15,519.68142135,507.5958069,521.0242674,504.9101148,120434319.0,459772879.15,3.1,-12.09,1.2394,-2.3256
000002,2026-05-18,507.5958069,494.1673464,508.93865295,491.4816543,152337836.0,563488993.67,3.44,-13.43,1.5678,-2.6455
000002,2026-05-19,494.1673464,498.19588455,500.88157665,492.82450035,100110847.0,370083486.16,1.63,4.03,1.0303,0.8152
000002,2026-05-20,495.51019245,483.424578,496.8530385,482.08173195,120442615.0,435565882.62,2.96,-14.77,1.2395,-2.965
000002,2026-05-21,484.76742405,465.96757935,486.1102701,465.96757935,131737089.0,467982969.56,4.17,-17.46,1.3557,-3.6111
000002,2026-05-22,467.3104254,464.6247333,469.9961175,460.59619515,86651830.0,300537452.82,2.02,-1.34,0.8918,-0.2882
000002,2026-05-25,464.6247333,468.65327145,472.6818096,460.59619515,95010058.0,330193188.58,2.6,4.03,0.9778,0.8671
000063,2026-03-16,496.88586526,499.485929,501.40176544,486.89614668,71952396.0,2592702210.9,2.91,0.55,1.7865,0.1097
000063,2026-03-17,501.94914728,490.31728318,502.77022004,489.35936496,64914771.0,2344666745.9,2.68,-9.17,1.6117,-1.8356
000063,2026-03-18,490.31728318,496.0647925,499.21223808,484.02239202,66984593.0,2399879497.01,3.1,5.75,1.6631,1.1722
000063,2026-03-19,487.1698376,483.7487011,490.04359226,481.42232828,62797096.0,2229283025.52,1.74,-12.32,1.5592,-2.4828
000063,2026-03-20,485.1171557,468.96939142,487.71721944,468.96939142,80158372.0,2789730871.14,3.88,-14.78,1.9902,-3.0552
000063,2026-03-23,459.39020922,438.5896993,460.34812744,436.5370174,110640288.0,3625221741.6,5.08,-30.38,2.747,-6.478
000063,2026-03-24,444.747745,450.49525432,450.63209978,437.905472,67932857.0,2202265072.1,2.9,11.91,1.6867,2.7145
000063,2026-03-25,451.590018,457.7480637,463.08503664,451.590018,62863706.0,2103146781.54,2.55,7.25,1.5608,1.61
000063,2026-03-26,455.28484542,447.21096328,458.84282738,445.97935414,48435809.0,1599337986.47,2.81,-10.54,1.2026,-2.3019
000063,2026-03-27,441.05291758,447.21096328,450.9057907,438.17916292,41130528.0,1339007329.78,2.85,0.0,1.0212,0.0
000063,2026-03-30,439.41077206,445.97935414,446.1161996,435.1685628,51249862.0,1651482527.03,2.45,-1.23,1.2725,-0.2754
000063,2026-03-31,444.747745,443.92667224,455.55853634,443.78982678,59161649.0,1940619121.91,2.64,-2.05,1.4689,-0.4603
000063,2026-04-01,452.41109076,451.45317254,453.77954536,447.62149966,48471315.0,1596884809.26,1.39,7.53,1.2035,1.6954
000063,2026-04-02,448.71626334,438.5896993,450.35840886,436.81070832,53087898.0,1715197281.17,3.0,-12.86,1.3181,-2.8493
000063,2026-04-03,442.42137218,439.00023568,446.38989052,439.00023568,46858410.0,1514504977.01,1.68,0.41,1.1634,0.0936
000063,2026-04-07,439.9581539,442.55821764,445.4319723,438.86339022,40459381.0,1308445460.72,1.5,3.56,1.0045,0.8105
000063,2026-04-08,451.590018,465.82194584,465.9587913,451.590018,97677765.0,3281673431.18,3.25,23.26,2.4252,5.2566
000063,2026-04-09,461.1692002,486.62245576,491.2752014,458.97967284,183752288.0,6429909683.74,6.93,20.8,4.5623,4.4653
000063,2026-04-10,485.801383,489.76990134,494.97002882,481.6960192,124541087.0,4450874880.78,2.73,3.15,3.0922,0.6468
000063,2026-04-13,486.07507392,488.81198312,495.3805652,483.0644738,92006380.0,3285500765.77,2.51,-0.96,2.2844,-0.1956
000063,2026-04-14,494.0121106,490.31728318,498.1174744,485.39084662,94191345.0,3388093483.26,2.6,1.51,2.3386,0.308
000063,2026-04-15,492.23311962,481.83286466,493.05419238,479.78018276,82120548.0,2915665374.04,2.71,-8.48,2.0389,-1.7304
000063,2026-04-16,484.70661932,484.4329284,487.03299214,478.2748827,71566355.0,2525964205.57,1.82,2.6,1.7769,0.5396
000063,2026-04-17,481.6960192,483.47501018,490.72781956,481.14863736,61008831.0,2164790698.71,1.98,-0.96,1.5148,-0.1977
000063,2026-04-20,483.33816472,490.31728318,493.87526514,482.10655558,82386576.0,2953620474.55,2.43,6.84,2.0455,1.4152
000063,2026-04-21,487.30668306,481.6960192,487.8540649,475.67481896,79104000.0,2775543363.63,2.48,-8.62,1.964,-1.7583
000063,2026-04-22,480.05387368,510.98094764,512.34940224,478.95911,230832460.0,8493460079.24,6.93,29.28,5.7312,6.0795
000063,2026-04-23,509.0651112,504.2755201,514.26523868,499.485929,133095929.0,4930924359.65,2.89,-6.71,3.3046,-1.3123
000063,2026-04-24,500.44384722,497.84378348,507.6966566,491.9594287,103407016.0,3763717185.64,3.12,-6.43,2.5674,-1.2754
000063,2026-04-27,489.9067468,509.88618396,517.00214788,483.61185564,168435634.0,6228963623.27,6.71,12.04,4.182,2.4189
000063,2026-04-28,506.328202,492.78050146,506.328202,490.18043772,113250297.0,4108537164.81,3.17,-17.11,2.8118,-3.3548
000063,2026-04-29,490.18043772,498.39116532,506.19135654,486.75930122,96826940.0,3518802207.93,3.94,5.61,2.4041,1.1386
000063,2026-04-30,495.51741066,502.2228382,504.00182918,488.5382922,98381385.0,3578015726.65,3.1,3.83,2.4427,0.7688
000063,2026-05-06,513.30732046,523.4338845,535.0657486,512.4862477,216711363.0,8321464030.26,4.5,21.21,5.3806,4.2234
000063,2026-05-07,528.2234756,532.3288394,532.87622124,520.56012984,146336014.0,5647115493.38,2.35,8.89,3.6333,1.6993
000063,2026-05-08,527.12871192,529.31823928,532.3288394,519.05482978,137817377.0,5295615755.67,2.49,-3.01,3.4218,-0.5656
000063,2026-05-11,536.4342032,535.20259406,540.40272154,527.67609376,164649887.0,6423026461.28,2.4,5.88,4.088,1.1117
000063,2026-05-12,532.3288394,521.24435714,533.697294,519.46536616,126951673.0,4873756124.7,2.66,-13.96,3.152,-2.608
000063,2026-05-13,517.9600661,531.37092118,532.3288394,515.9073842,121557110.0,4674427091.92,3.15,10.13,3.0181,1.9428
000063,2026-05-14,542.04486706,513.99154776,550.1187492,513.99154776,163800662.0,6364577814.93,6.8,-17.38,4.0669,-3.2707
000063,2026-05-15,515.08631144,502.35968366,523.98126634,500.58069268,146967367.0,5466586802.89,4.55,-11.63,3.649,-2.263
000063,2026-05-18,498.1174744,513.30732046,521.10751168,492.91734692,134080666.0,5000487051.6,5.61,10.95,3.329,2.1792
000063,2026-05-19,512.4862477,515.2231569,517.2758388,502.9070655,105085365.0,3914401482.95,2.8,1.92,2.6091,0.3732
000063,2026-05-20,510.4335658,508.79142028,522.0654299,508.10719298,91169664.0,3419307030.41,2.71,-6.43,2.2636,-1.2483
000063,2026-05-21,516.86530242,476.63273718,518.23375702,474.58005528,168355165.0,6107719538.22,8.58,-32.16,4.18,-6.3206
000063,2026-05-22,480.46441006,487.71721944,488.5382922,474.30636436,119684280.0,4217793336.36,2.99,11.08,2.9716,2.3256
000063,2026-05-25,490.5909741,496.33848342,497.15955618,488.5382922,93430940.0,3369327133.4,1.77,8.62,2.3198,1.7677
000100,2026-03-16,14.4922895,14.040347,14.5525485,13.8896995,656408673.0,3064735311.64,4.55,-0.51,3.4309,-3.5197
000100,2026-03-17,14.0704765,13.7691815,14.1909945,13.7691815,400718259.0,1857710118.98,3.0,-0.27,2.0945,-1.9313
000100,2026-03-18,13.85957,13.7691815,13.8896995,13.498016,370099175.0,1678562349.01,2.84,0.0,1.9345,0.0
000100,2026-03-19,13.5884045,13.4678865,13.6486635,13.4076275,313157961.0,1404750005.57,1.75,-0.3,1.6368,-2.1882
000100,2026-03-20,13.5281455,13.3473685,13.739052,13.317239,342585534.0,1538642336.1,3.13,-0.12,1.7906,-0.8949
000100,2026-03-23,13.076203,12.65439,13.1063325,12.594131,547796554.0,2331363736.9,3.84,-0.69,2.8632,-5.1919
000100,2026-03-24,12.835167,13.136462,13.1665915,12.65439,344033542.0,1473048258.5,4.05,0.48,1.7982,3.8095
000100,2026-03-25,13.1665915,13.076203,13.25698,12.9858145,330880004.0,1439537178.98,2.06,-0.06,1.7295,-0.4587
000100,2026-03-26,13.0460735,12.8652965,13.136462,12.8050375,241153796.0,1037131358.33,2.53,-0.21,1.2605,-1.6129
000100,2026-03-27,12.8050375,13.0460735,13.076203,12.774908,222957048.0,960621209.41,2.34,0.18,1.1654,1.4052
000100,2026-03-30,12.8652965,13.136462,13.136462,12.835167,306362894.0,1325713542.96,2.31,0.09,1.6013,0.6928
000100,2026-03-31,13.0460735,12.8652965,13.136462,12.835167,312217473.0,1343730796.83,2.29,-0.27,1.6319,-2.0642
000100,2026-04-01,13.0460735,13.015944,13.076203,12.8652965,301631195.0,1298582680.64,1.64,0.15,1.5766,1.171
000100,2026-04-02,12.9255555,12.65439,12.955685,12.594131,360442554.0,1521952172.13,2.78,-0.36,1.884,-2.7778
000100,2026-04-03,12.65439,12.533872,12.7447785,12.5037425,208994491.0,871387717.09,1.9,-0.12,1.0924,-0.9524
000100,2026-04-07,12.5640015,12.473613,12.6242605,12.3832245,201792826.0,836130987.95,1.92,-0.06,1.0547,-0.4808
000100,2026-04-08,12.8050375,12.9858145,13.015944,12.594131,463759055.0,1974799909.23,3.38,0.51,2.424,4.1063
000100,2026-04-09,12.835167,12.9255555,12.955685,12.774908,258618253.0,1104820103.6,1.39,-0.06,1.3518,-0.464
000100,2026-04-10,13.076203,13.076203,13.25698,13.0460735,347657077.0,1517810861.8,1.63,0.15,1.8172,1.1655
000100,2026-04-13,12.955685,13.0460735,13.1665915,12.835167,284025037.0,1223905800.26,2.53,-0.03,1.4846,-0.2304
000100,2026-04-14,13.196721,13.196721,13.377498,13.1063325,322858939.0,1418409415.19,2.08,0.15,1.6875,1.1547
000100,2026-04-15,13.25698,13.1063325,13.2871095,13.076203,271031994.0,1184145364.07,1.6,-0.09,1.4166,-0.6849
000100,2026-04-16,13.136462,13.0460735,13.136462,12.835167,325095283.0,1401419796.41,2.3,-0.06,1.6992,-0.4598
000100,2026-04-17,13.015944,12.955685,13.1063325,12.895426,238224817.0,1026436956.52,1.62,-0.09,1.2452,-0.6928
000100,2026-04-20,12.9858145,13.1665915,13.2871095,12.955685,383103918.0,1670433839.44,2.56,0.21,2.0024,1.6279
000100,2026-04-21,13.136462,13.076203,13.196721,12.895426,354824122.0,1534843642.2,2.29,-0.09,1.8546,-0.6865
000100,2026-04-22,12.9858145,13.1063325,13.1665915,12.955685,335367799.0,1457481736.3,1.61,0.03,1.7529,0.2304
000100,2026-04-23,13.1063325,12.835167,13.136462,12.774908,382951573.0,1637962751.1,2.76,-0.27,2.0016,-2.069
000100,2026-04-24,12.8050375,12.7447785,12.8050375,12.5640015,285344432.0,1199865522.68,1.88,-0.09,1.4915,-0.7042
000100,2026-04-27,12.714649,12.955685,13.076203,12.65439,377929050.0,1618957390.2,3.31,0.21,1.9754,1.6548
000100,2026-04-28,12.955685,12.835167,13.0460735,12.7447785,310035030.0,1320458696.62,2.33,-0.12,1.6205,-0.9302
000100,2026-04-29,12.774908,13.015944,13.0460735,12.714649,417338278.0,1784005699.65,2.58,0.18,2.1814,1.4085
000100,2026-04-30,13.2871095,12.8652965,13.4678865,12.835167,695794389.0,3028827918.69,4.86,-0.15,3.6368,-1.1574
000100,2026-05-06,12.9255555,12.9255555,13.015944,12.774908,599708815.0,2565471274.44,1.87,0.06,3.1346,0.4684
000100,2026-05-07,13.1063325,12.955685,13.2871095,12.9255555,690066325.0,3003157775.53,2.8,0.03,3.6069,0.2331
000100,2026-05-08,12.895426,12.714649,12.9255555,12.594131,649310118.0,2738014701.22,2.56,-0.24,3.3938,-1.8605
000100,2026-05-11,12.774908,13.076203,13.196721,12.774908,913525935.0,3955173622.35,3.32,0.36,4.7749,2.8436
000100,2026-05-12,13.1063325,12.8652965,13.1063325,12.835167,532919341.0,2290203707.81,2.07,-0.21,2.7855,-1.6129
000100,2026-05-13,12.835167,13.1665915,13.1665915,12.8050375,551519242.0,2383604970.98,2.81,0.3,2.8827,2.3419
000100,2026-05-14,13.1665915,12.895426,13.2871095,12.895426,462341143.0,2006975347.44,2.97,-0.27,2.4166,-2.0595
000100,2026-05-15,12.9858145,12.594131,13.0460735,12.5640015,676399324.0,2863652224.22,3.74,-0.3,3.5354,-2.3364
000100,2026-05-18,12.594131,12.714649,12.8050375,12.413354,431744473.0,1811009390.21,3.11,0.12,2.2567,0.9569
000100,2026-05-19,12.65439,12.955685,12.9858145,12.533872,484609440.0,2056682506.34,3.55,0.24,2.533,1.8957
000100,2026-05-20,12.8652965,12.7447785,12.9255555,12.594131,448676355.0,1891916036.03,2.56,-0.21,2.3452,-1.6279
000100,2026-05-21,13.739052,13.1665915,14.0102175,12.774908,2388194006.0,10868581971.42,9.69,0.42,12.4827,3.3097
000100,2026-05-22,12.8050375,13.196721,13.4076275,12.4434835,1959677623.0,8329801613.29,7.32,0.03,10.2429,0.2288
000100,2026-05-25,13.196721,13.377498,13.5884045,13.0460735,1238183920.0,5468638541.35,4.11,0.18,6.4718,1.3699
000157,2026-03-16,643.73722866,629.65107486,645.14584404,625.42522872,72426897.0,647980934.31,3.06,-15.49,1.0244,-2.4017
000157,2026-03-17,633.876921,624.01661334,642.32861328,624.01661334,71848124.0,645594195.55,2.91,-5.63,1.0162,-0.8949
000157,2026-03-18,628.94676717,622.60799796,628.94676717,609.93045954,70646338.0,621573581.12,3.05,-1.41,0.9992,-0.2257
000157,2026-03-19,615.56492106,602.18307495,619.7907672,597.25292112,87633638.0,754861254.32,3.62,-20.42,1.2394,-3.2805
000157,2026-03-20,605.00030571,599.36584419,615.56492106,599.36584419,64930560.0,558955190.26,2.69,-2.82,0.9183,-0.4678
000157,2026-03-23,587.39261346,571.19353659,593.73138267,566.26338276,103070231.0,845451221.4,4.58,-28.17,1.4578,-4.7004
000157,2026-03-24,581.05384425,590.91415191,592.32276729,574.71507504,85051309.0,704681920.7,3.08,19.72,1.2029,3.4525
000157,2026-03-25,597.95722881,604.29599802,609.22615185,597.25292112,62514052.0,536402577.53,2.03,13.38,0.8842,2.2646
000157,2026-03-26,605.7046134,596.54861343,607.81753647,592.32276729,50249516.0,428779558.58,2.56,-7.75,0.7107,-1.2821
000157,2026-03-27,587.39261346,598.6615365,607.11322878,584.5753827,46232381.0,392258022.47,3.78,2.11,0.6539,0.3542
000157,2026-03-30,591.6184596,588.80122884,594.43569036,583.16676732,67731110.0,566383502.39,1.88,-9.86,0.958,-1.6471
000157,2026-03-31,604.29599802,605.7046134,618.38215182,600.77445957,101770930.0,882205590.77,2.99,16.9,1.4395,2.8708
000157,2026-04-01,621.90369027,626.12953641,629.65107486,615.56492106,95806253.0,849638548.24,2.33,20.42,1.3552,3.3721
000157,2026-04-02,620.49507489,600.77445957,624.01661334,595.13999805,100516358.0,862722810.25,4.61,-25.36,1.4218,-4.0495
000157,2026-04-03,602.18307495,595.84430574,603.59169033,590.20984422,42322046.0,358547178.74,2.23,-4.93,0.5986,-0.8206
000157,2026-04-07,594.43569036,585.98399808,597.25292112,584.5753827,63259483.0,529791512.47,2.13,-9.86,0.8948,-1.6548
000157,2026-04-08,609.22615185,622.60799796,625.42522872,609.22615185,110049417.0,969095866.41,2.76,36.62,1.5566,6.25
000157,2026-04-09,612.7476903,616.97353644,622.60799796,609.22615185,61854923.0,541877561.35,2.15,-5.63,0.8749,-0.905
000157,2026-04-10,621.90369027,616.97353644,628.94676717,613.45199799,62763970.0,553529630.47,2.51,0.0,0.8878,0.0
000157,2026-04-13,612.7476903,612.7476903,616.97353644,605.7046134,58135688.0,503607605.51,1.83,-4.23,0.8223,-0.6849
000157,2026-04-14,617.67784413,612.04338261,621.19938258,605.7046134,63876949.0,555982862.33,2.53,-0.7,0.9035,-0.1149
000157,2026-04-15,618.38215182,611.33907492,621.90369027,609.22615185,61757864.0,537824712.6,2.07,-0.7,0.8736,-0.1151
000157,2026-04-16,611.33907492,577.5323058,612.04338261,567.67199814,269682239.0,2217558506.25,7.26,-33.81,3.8146,-5.53
000157,2026-04-17,574.71507504,568.37630583,574.71507504,566.26338276,98180259.0,793238745.74,1.46,-9.16,1.3888,-1.5854
